analysis_mode,analysis_scale,record_type,protocol,model_id,contrast_id,first_model,comparator_model,metric_scope,metric,estimate_definition,cluster_unit,n_clusters,n_domains,n_bootstrap,ci_method,observed,bootstrap_mean,ci_low,ci_high,n_valid,domains_fixed
post_hoc_exploratory,formal_row_level,model,source_ood,chemistry_extra_trees,,,,pooled,calibration_slope,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,0.4424844130366398,0.4395041019519727,0.2126100580888249,0.6582078141518517,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,chemistry_extra_trees,,,,pooled,r2,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,-0.0372796038216527,-0.0439672275698484,-0.1350691027464866,0.0330350667093293,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,full_context_extra_trees,,,,domain_macro,calibration_intercept,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,3.266848096772705,3.5059342278236767,1.4915904081141866,6.001141432130248,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,full_context_extra_trees,,,,domain_macro,calibration_slope,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,0.5647417166726993,0.5332464359561839,0.2022103583072256,0.8078301231868875,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,full_context_extra_trees,,,,domain_macro,r2,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,0.0037858070186097,-0.0212693052517961,-0.1551637632446613,0.0694987642243816,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,full_context_extra_trees,,,,pooled,calibration_intercept,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,3.4441337731724726,3.487374413168302,1.7201360111607091,5.382590014594389,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,full_context_extra_trees,,,,pooled,calibration_slope,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,0.5348019678658571,0.5293121561446823,0.2750122915930861,0.7683511173477591,10000,True
post_hoc_exploratory,formal_row_level,model,source_ood,full_context_extra_trees,,,,pooled,r2,model estimate,global scaffold_id,667,4,10000,percentile_2.5_97.5,0.0004102544237996,-0.0064846792347459,-0.0948661148153969,0.0629229271769684,10000,True
post_hoc_exploratory,formal_row_level,contrast,target_ood,,full_vs_chemistry_extra_trees,full_context_extra_trees,chemistry_extra_trees,domain_macro,calibration_intercept,"first minus comparator; positive R2 delta favors first, but calibration coefficient deltas have no generic superiority direction",global scaffold_id,601,8,10000,percentile_2.5_97.5,1.6434511374076315,1.7761170082287985,-0.3248776163051951,4.183975470801774,10000,True
post_hoc_exploratory,formal_row_level,contrast,target_ood,,full_vs_chemistry_extra_trees,full_context_extra_trees,chemistry_extra_trees,domain_macro,calibration_slope,"first minus comparator; positive R2 delta favors first, but calibration coefficient deltas have no generic superiority direction",global scaffold_id,601,8,10000,percentile_2.5_97.5,-0.2208233645409608,-0.2381378766656065,-0.5650770315861448,0.0467552419250206,10000,True
post_hoc_exploratory,formal_row_level,contrast,target_ood,,full_vs_chemistry_extra_trees,full_context_extra_trees,chemistry_extra_trees,domain_macro,r2,"first minus comparator; positive R2 delta favors first, but calibration coefficient deltas have no generic superiority direction",global scaffold_id,601,8,10000,percentile_2.5_97.5,-0.0099952885628918,-0.0093241746837255,-0.0508273583182615,0.0336499299980817,10000,True
post_hoc_exploratory,formal_row_level,contrast,target_ood,,full_vs_chemistry_extra_trees,full_context_extra_trees,chemistry_extra_trees,pooled,calibration_intercept,"first minus comparator; positive R2 delta favors first, but calibration coefficient deltas have no generic superiority direction",global scaffold_id,601,8,10000,percentile_2.5_97.5,0.6505142926168914,0.6832012088452732,-0.4240918468128275,1.9180363853020337,10000,True
post_hoc_exploratory,formal_row_level,contrast,target_ood,,full_vs_chemistry_extra_trees,full_context_extra_trees,chemistry_extra_trees,pooled,calibration_slope,"first minus comparator; positive R2 delta favors first, but calibration coefficient deltas have no generic superiority direction",global scaffold_id,601,8,10000,percentile_2.5_97.5,-0.088443699397483,-0.0928474174035073,-0.2609773748720974,0.059039067849313,10000,True
post_hoc_exploratory,formal_row_level,contrast,target_ood,,full_vs_chemistry_extra_trees,full_context_extra_trees,chemistry_extra_trees,pooled,r2,"first minus comparator; positive R2 delta favors first, but calibration coefficient deltas have no generic superiority direction",global scaffold_id,601,8,10000,percentile_2.5_97.5,-0.0220804901471305,-0.0219563844595467,-0.0371901176439412,-0.0051668476043041,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,chemistry_extra_trees,,,,domain_macro,calibration_intercept,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,4.010475379960513,3.973432705836732,0.8056241088487612,6.87333080207439,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,chemistry_extra_trees,,,,domain_macro,calibration_slope,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,0.4686733851540624,0.4734337923210533,0.0794221245022986,0.907026205087956,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,chemistry_extra_trees,,,,domain_macro,r2,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,-0.2216755455488117,-0.2489458492923241,-0.3780721863279251,-0.129810154727683,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,chemistry_extra_trees,,,,pooled,calibration_intercept,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,2.345281188243145,2.377760280097416,0.3542792878400466,4.41103598670226,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,chemistry_extra_trees,,,,pooled,calibration_slope,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,0.6820858503336042,0.6778478874146163,0.4040267736720313,0.952498473894533,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,chemistry_extra_trees,,,,pooled,r2,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,0.03448694146605,0.029965857217203,-0.0240892446389884,0.0811851034835815,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,full_context_extra_trees,,,,domain_macro,calibration_intercept,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,5.653926517368146,5.749549714065529,2.576395537122951,8.740122607115476,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,full_context_extra_trees,,,,domain_macro,calibration_slope,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,0.2478500206131015,0.2352959156554468,-0.1723432613880048,0.6699187534249567,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,full_context_extra_trees,,,,domain_macro,r2,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,-0.2316708341117035,-0.2582700239760498,-0.3913878510535371,-0.1369285640872978,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,full_context_extra_trees,,,,pooled,calibration_intercept,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,2.995795480860036,3.0609614889426884,0.39679537188761,5.833032228242161,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,full_context_extra_trees,,,,pooled,calibration_slope,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,0.5936421509361212,0.5850004700111091,0.2109028595661139,0.9474813100602754,10000,True
post_hoc_exploratory,formal_row_level,model,target_ood,full_context_extra_trees,,,,pooled,r2,model estimate,global scaffold_id,601,8,10000,percentile_2.5_97.5,0.0124064513189194,0.0080094727576562,-0.045120782540636,0.0586316940523036,10000,True
